invoice_id,facility_id,invoice_amount,sla_status
INV-000128,42,29727.57853468913,On-Time
INV-000129,44,26925.78990106321,On-Time
INV-000130,24,21754.34197914444,On-Time
INV-000131,15,25163.61870491819,On-Time
INV-000132,32,125031.85312847918,On-Time
INV-000133,32,40947.73873619065,On-Time
INV-000134,24,55409.63622032741,On-Time
INV-000135,41,26656.54356723625,On-Time
INV-000136,49,4378.280303633132,On-Time
INV-000137,49,3590.7541516941806,On-Time
INV-000138,12,176806.28730062803,On-Time
INV-000139,39,12941.283151493195,On-Time
INV-000140,2,11887.570718881541,On-Time
INV-000141,3,28160.152940339736,On-Time
INV-000142,49,38192.82609239632,On-Time
INV-000143,37,43341.33759029806,On-Time
INV-000144,49,129886.79376709733,On-Time
INV-000145,17,98788.4903639473,On-Time
INV-000146,49,9789.510902218337,On-Time
INV-000147,2,58031.11280771068,On-Time
INV-000148,2,15001.554106075444,On-Time
INV-000149,28,19196.65368466827,On-Time
INV-000150,23,7376.177238648248,On-Time
INV-000151,37,4051.8431128389575,Delayed
INV-000152,32,21342.1290382027,On-Time
INV-000153,33,8467.732852650759,On-Time
INV-000154,1,55704.35884351933,On-Time
INV-000155,19,16629.304619330018,On-Time
INV-000156,2,29989.128719389137,On-Time
INV-000157,44,86467.66032301755,On-Time
INV-000158,26,4987.573601179182,On-Time
INV-000159,32,10672.041015722078,On-Time
INV-000160,6,26393.779188431294,On-Time
INV-000161,32,30107.356287870807,On-Time
INV-000162,4,66402.99907736533,On-Time
INV-000163,11,52425.74828154501,On-Time
INV-000164,17,24268.47897419907,On-Time
INV-000165,38,29834.02114883422,On-Time
INV-000166,24,30671.092910639076,On-Time
INV-000167,5,5065.90275787088,On-Time
INV-000168,34,18837.870720190363,On-Time
INV-000169,6,28239.3935917621,On-Time
INV-000170,22,34841.02528028816,On-Time
INV-000171,11,8739.747341493945,On-Time
INV-000172,48,6193.168368487835,On-Time
INV-000173,16,17421.622871843738,On-Time
INV-000174,33,157529.19908666768,On-Time
INV-000175,9,9708.455514170711,On-Time
INV-000176,6,71248.44314921298,Delayed
INV-000177,16,107445.56680916132,On-Time
INV-000178,29,23051.048287320315,On-Time
INV-000179,3,11160.678876877157,On-Time
INV-000180,20,36784.04843187909,On-Time
INV-000181,36,26768.74600438463,On-Time
INV-000182,19,9329.120464743575,On-Time
INV-000183,26,11398.045514963791,On-Time
INV-000184,3,34668.26007653605,Delayed
INV-000185,19,56018.67566669026,On-Time
INV-000186,20,15949.931263170489,On-Time
INV-000187,32,20555.142565451635,On-Time
INV-000188,7,42986.37871881081,On-Time
INV-000189,41,18536.7979866724,On-Time
INV-000190,33,16328.593079888227,On-Time
INV-000191,40,10349.144934667898,On-Time
INV-000192,39,10171.198987394275,On-Time
INV-000193,18,317706.334354833,On-Time
INV-000194,40,18102.373475877568,On-Time
INV-000195,1,86254.57021693491,On-Time
INV-000196,11,118657.12819059816,On-Time
INV-000197,28,18332.26150560547,On-Time
INV-000198,25,31838.445242251055,On-Time
INV-000199,50,24403.417965715347,On-Time
INV-000200,23,4393.219679063356,On-Time
INV-000201,31,4665.857853270629,On-Time
INV-000202,30,23129.137537210365,On-Time
INV-000203,42,14401.482928264864,On-Time
INV-000204,35,146031.89538810583,On-Time
INV-000205,7,17386.11296879457,On-Time
INV-000206,16,154961.03807854094,On-Time
INV-000207,26,13678.883931099828,On-Time
INV-000208,48,149074.34505796136,On-Time
INV-000209,49,36549.56256379004,On-Time
INV-000210,2,38688.27632448196,On-Time
INV-000211,1,13203.484397739427,On-Time
INV-000212,48,39219.022675401626,On-Time
INV-000213,12,119696.3541772851,On-Time
INV-000214,5,19056.671056369476,On-Time
INV-000215,37,15687.24411949749,On-Time
INV-000216,32,17209.854953601003,On-Time
INV-000217,9,111314.1435383485,On-Time
INV-000218,41,51810.66043623998,On-Time
INV-000219,35,93683.74654416683,On-Time
INV-000220,19,30140.429145531158,On-Time
INV-000221,48,22909.784219293128,On-Time
INV-000222,16,33655.91295897461,On-Time
INV-000223,3,64225.68800978805,On-Time
INV-000224,20,17203.734432650093,On-Time
INV-000225,24,86567.26262603217,On-Time
INV-000226,33,31755.796578729576,Delayed
INV-000227,24,1985.6902426453148,On-Time
INV-000228,11,53289.43789015226,On-Time
INV-000229,49,6171.486345904824,On-Time
INV-000230,8,52009.036466821526,On-Time
INV-000231,36,54258.66587289151,On-Time
INV-000232,38,30634.82146652446,On-Time
INV-000233,40,37936.951847861856,On-Time
INV-000234,20,66096.48106214967,On-Time
INV-000235,35,13418.267800007863,On-Time
INV-000236,48,48699.77357629492,On-Time
INV-000237,25,70475.70383555819,On-Time
INV-000238,35,128038.02864151314,On-Time
INV-000239,25,7289.714885930646,On-Time
INV-000240,29,33140.6553170782,On-Time
INV-000241,18,8421.22683034077,On-Time
INV-000242,46,8071.365729300277,On-Time
INV-000243,18,31540.50186497031,On-Time
INV-000244,2,23800.355934911946,On-Time
INV-000245,35,69216.97939735405,On-Time
INV-000246,16,15581.250048830441,On-Time
INV-000247,41,19263.137294455708,On-Time
INV-000248,36,27214.474523426004,On-Time
INV-000249,33,9303.734415203024,On-Time
INV-000250,4,10688.569249570028,On-Time
INV-000251,33,67245.04845104211,On-Time
INV-000252,14,12721.451712445629,On-Time
INV-000253,21,71860.10820558856,On-Time
INV-000254,48,40429.402369510586,On-Time
INV-000255,20,4686.629631903707,On-Time
INV-000256,8,37435.64827398446,On-Time
INV-000257,7,37141.113777981154,On-Time
INV-000258,3,33621.75506187463,On-Time
INV-000259,17,19112.985910520692,On-Time
INV-000260,33,8603.570277244931,On-Time
INV-000261,48,84644.2760379043,On-Time
INV-000262,12,19898.913500896557,On-Time
INV-000263,22,9105.135187517708,On-Time
INV-000264,22,34803.341667756846,On-Time
INV-000265,46,10479.958828265984,On-Time
INV-000266,30,8526.327186324526,On-Time
INV-000267,38,15131.400815602836,On-Time
INV-000268,38,11323.123436861391,On-Time
INV-000269,45,8846.328100572478,On-Time
INV-000270,8,49336.12065579697,On-Time
INV-000271,27,19656.673648935302,On-Time
INV-000272,27,77055.40176168838,On-Time
INV-000273,34,9372.081748960898,On-Time
INV-000274,21,3914.4846395935742,On-Time
INV-000275,30,25559.6534281227,On-Time
INV-000276,33,140924.40936435957,On-Time
INV-000277,28,37458.421220282886,On-Time
INV-000278,47,548736.8042803311,On-Time
INV-000279,33,30701.264478415742,On-Time
INV-000280,5,27876.85939491557,On-Time
INV-000281,48,2552.011954814332,On-Time
INV-000282,19,33790.921157697456,On-Time
INV-000283,4,26073.317699191022,On-Time
INV-000284,35,14655.61477036695,Delayed
INV-000285,49,19210.670002279512,On-Time
INV-000286,17,20576.386804050584,On-Time
INV-000287,44,18399.354235195908,On-Time
INV-000288,28,178031.35458683036,On-Time
INV-000289,30,15201.326491359008,On-Time
INV-000290,29,26090.165560440546,On-Time
INV-000291,46,14707.295124116206,On-Time
INV-000292,6,48215.276354678375,On-Time
INV-000293,35,26285.26250221072,On-Time
INV-000294,41,16648.733506329267,Delayed
INV-000295,37,3210.01873993441,On-Time
INV-000296,24,28093.913355369074,On-Time
INV-000297,29,16162.091147906272,Delayed
INV-000298,49,20728.385977006696,On-Time
INV-000299,46,6751.649016388111,On-Time
INV-000300,31,92344.56878773523,On-Time
INV-000301,35,51882.8294781675,Delayed
INV-000302,33,92106.97917850682,On-Time
INV-000303,21,69354.0137500305,On-Time
INV-000304,32,39827.675029518716,On-Time
INV-000305,23,7028.421987609411,On-Time
INV-000306,33,139161.04854755045,On-Time
INV-000307,3,8711.200140081653,On-Time
INV-000308,18,16841.34873809588,On-Time
INV-000309,25,44663.070714258196,On-Time
INV-000310,42,46936.02518500583,On-Time
INV-000311,31,39035.8887742281,On-Time
INV-000312,3,14760.522816081902,On-Time
INV-000313,40,12004.878317806684,On-Time
INV-000314,46,277765.51585507067,On-Time
INV-000315,24,21177.319678473374,On-Time
INV-000316,50,18736.497063748793,On-Time
INV-000317,32,10790.738609508748,On-Time
INV-000318,47,28132.206817182483,On-Time
INV-000319,22,26850.045662251305,On-Time
INV-000320,23,21671.943816079736,On-Time
INV-000321,2,32264.623031427196,On-Time
INV-000322,27,128481.15288984419,On-Time
INV-000323,42,12148.333680300644,On-Time
INV-000324,2,22996.188003622246,On-Time
INV-000325,26,11523.590343429112,On-Time
INV-000326,17,29575.404351544243,On-Time
INV-000327,40,12475.606025342748,On-Time
INV-000328,33,13024.103154701625,On-Time
INV-000329,9,5117.783048610107,On-Time
INV-000330,43,24289.386948138246,On-Time
INV-000331,48,33852.55047574,On-Time
INV-000332,39,141559.63459630028,On-Time
INV-000333,29,35224.68806368012,On-Time
INV-000334,42,14049.131764095993,On-Time
INV-000335,26,5655.144338725692,On-Time
INV-000336,35,6494.5133169026585,On-Time
INV-000337,50,6029.212357410657,On-Time
INV-000338,25,144068.19393450927,On-Time
INV-000339,24,29372.392951667745,On-Time
INV-000340,13,12296.055277034176,On-Time
INV-000341,7,8434.961197964585,On-Time
INV-000342,36,9357.113728758508,On-Time
INV-000343,45,11976.48718633359,On-Time
INV-000344,20,82146.14666305235,On-Time
INV-000345,1,21376.694231200312,On-Time
INV-000346,8,5179.861423761306,On-Time
INV-000347,46,222005.90835908384,On-Time
INV-000348,16,7043.347692536064,On-Time
INV-000349,14,12199.676208425202,On-Time
INV-000350,12,81645.69627948703,On-Time
INV-000351,23,33361.22687446948,On-Time
INV-000352,15,13767.651157504846,On-Time
INV-000353,28,6429.377970506127,On-Time
INV-000354,34,8377.542486293267,On-Time
INV-000355,2,8897.306601941806,On-Time
INV-000356,32,22181.89729058741,On-Time
INV-000357,23,26663.79194945164,On-Time
INV-000358,22,18983.87799502809,On-Time
INV-000359,25,21179.440154770644,On-Time
INV-000360,22,7702.3195659276325,On-Time
INV-000361,22,29529.23611265959,On-Time
INV-000362,49,79262.35961265989,On-Time
INV-000363,42,18717.390019018207,On-Time
INV-000364,6,18356.027865453474,On-Time
INV-000365,15,23932.701159068376,On-Time
INV-000366,43,67386.82882380654,On-Time
INV-000367,37,9002.674695552543,On-Time
INV-000368,33,93980.94573257783,On-Time
INV-000369,8,33564.43285908048,On-Time
INV-000370,44,22667.346681598192,Delayed
INV-000371,44,74105.04085211953,Delayed
INV-000372,5,6754.322343544316,On-Time
INV-000373,39,37124.98738268876,On-Time
INV-000374,4,33870.83384545691,On-Time
INV-000375,6,8643.34496503445,Delayed
INV-000376,45,34913.82365224377,On-Time
INV-000377,32,29240.358645909873,On-Time
INV-000378,30,18421.281533202095,On-Time
INV-000379,47,52198.944597640686,On-Time
INV-000380,35,12434.693995884254,On-Time
INV-000381,40,28863.157846809965,On-Time
INV-000382,16,19308.99285764358,On-Time
INV-000383,13,11912.019090525839,On-Time
INV-000384,50,36420.41270784822,On-Time
INV-000385,42,17894.77863038992,On-Time
INV-000386,30,5049.242652851545,On-Time
INV-000387,19,3637.070741410981,On-Time
INV-000388,17,48487.31363065049,On-Time
INV-000389,19,6498.9759204620605,On-Time
INV-000390,28,29125.940826457558,On-Time
INV-000391,26,23270.73621235712,On-Time
INV-000392,37,15236.790699297379,On-Time
INV-000393,26,155852.98798793746,On-Time
INV-000394,23,26361.872413185723,On-Time
INV-000395,9,46893.459230953704,On-Time
INV-000396,12,29284.575277334334,On-Time
INV-000397,1,17473.84685896282,On-Time
INV-000398,1,21609.995683686615,On-Time
INV-000399,47,94706.95942596272,On-Time
INV-000400,34,65388.73615724341,On-Time
INV-000401,32,155124.98591181074,On-Time
INV-000402,48,27491.77348696047,On-Time
INV-000403,25,9164.22810145063,On-Time
INV-000404,40,14178.514801541205,On-Time
INV-000405,45,6715.823975973518,On-Time
INV-000406,1,47431.60837874301,On-Time
INV-000407,16,12259.83417766447,On-Time
INV-000408,39,1037.6170382356472,On-Time
INV-000409,5,258790.9050792209,On-Time
INV-000410,22,12449.040884200238,On-Time
INV-000411,29,12374.696656299508,On-Time
INV-000412,3,117197.01571993442,On-Time
INV-000413,12,6579.727099390272,On-Time
INV-000414,26,68638.29447995672,On-Time
INV-000415,16,12241.13837917235,On-Time
INV-000416,37,5861.75634594744,On-Time
INV-000417,22,121263.0899566663,On-Time
INV-000418,29,55442.23500878815,On-Time
INV-000419,14,55270.85335812879,On-Time
INV-000420,28,31813.803496042427,On-Time
INV-000421,5,40098.79781132012,On-Time
INV-000422,47,6424.2937095873995,On-Time
INV-000423,49,24627.299865799567,On-Time
INV-000424,30,8701.380755242892,On-Time
INV-000425,46,5492.064333934368,On-Time
INV-000426,5,33221.52641237073,On-Time
INV-000427,12,70133.05872553927,On-Time
INV-000428,16,15012.390550021724,Delayed
INV-000429,26,17818.403517854687,On-Time
INV-000430,26,7057.522547261607,On-Time
INV-000431,48,22186.009047215102,On-Time
INV-000432,21,47102.25295916373,On-Time
INV-000433,39,48607.238383365904,On-Time
INV-000434,36,37993.720521948766,On-Time
INV-000435,33,11867.618466485843,On-Time
INV-000436,30,11497.339693300522,On-Time
INV-000437,37,48796.04157285835,On-Time
INV-000438,23,49612.541432676735,On-Time
INV-000439,10,18545.918457273652,On-Time
INV-000440,5,14383.371946750234,On-Time
INV-000441,36,70774.00798673005,On-Time
INV-000442,34,15368.1326377595,On-Time
INV-000443,31,46440.73323357148,On-Time
INV-000444,10,19209.434646095735,On-Time
INV-000445,19,7726.932397000021,On-Time
INV-000446,32,110449.3297003612,On-Time
INV-000447,1,24836.357721611043,On-Time
INV-000448,5,10821.13039968194,On-Time
INV-000449,45,5481.830364119512,On-Time
INV-000450,4,6063.237648134534,On-Time
INV-000451,16,15170.20515383519,On-Time
INV-000452,24,151014.1595920622,On-Time
INV-000453,16,12275.223022364762,On-Time
INV-000454,2,93662.65526198587,On-Time
INV-000455,49,19326.57423883175,On-Time
INV-000456,28,6760.482950713208,On-Time
INV-000457,32,13722.454868494713,On-Time
INV-000458,27,6118.1318538141695,On-Time
INV-000459,20,9358.418093055658,On-Time
INV-000460,24,9083.836806485087,On-Time
INV-000461,12,3281.9601596128823,On-Time
INV-000462,50,99987.06122158193,On-Time
INV-000463,35,27201.21798718812,On-Time
INV-000464,33,11089.14071396744,On-Time
INV-000465,33,27494.95318956795,On-Time
INV-000466,43,9552.131538876192,On-Time
INV-000467,37,1523.7627292088891,On-Time
INV-000468,12,423662.16384393524,On-Time
INV-000469,3,26624.83954932296,On-Time
INV-000470,1,12221.927587680155,On-Time
INV-000471,33,3184.6102445569877,On-Time
INV-000472,40,4943.605512818372,On-Time
INV-000473,10,115207.70740404338,On-Time
INV-000474,43,98907.32195548312,On-Time
INV-000475,44,46780.186926740695,On-Time
INV-000476,29,7222.25826155226,On-Time
INV-000477,13,99705.28743330041,On-Time
INV-000478,12,34536.86619822976,On-Time
INV-000479,31,42400.88223155332,On-Time
INV-000480,46,34412.355295479625,On-Time
INV-000481,2,4880.548135432072,On-Time
INV-000482,50,6646.455933488575,On-Time
INV-000483,35,13223.90999896273,On-Time
INV-000484,23,41925.088916382716,On-Time
INV-000485,17,5538.992576214825,On-Time
INV-000486,26,18483.86715718289,On-Time
INV-000487,8,18460.535011413518,On-Time
INV-000488,29,48666.18376458291,On-Time
INV-000489,26,43246.4978972567,On-Time
INV-000490,10,8020.644594002891,On-Time
INV-000491,26,93590.68792047446,On-Time
INV-000492,34,6882.657846668298,On-Time
INV-000493,41,65659.62251157874,On-Time
INV-000494,7,12706.324004909036,On-Time
INV-000495,4,25949.975732592153,On-Time
INV-000496,50,27611.495265010497,On-Time
INV-000497,45,26841.579570364174,On-Time
INV-000498,11,43239.045560238745,Delayed
INV-000499,29,32580.182962544553,On-Time
INV-000500,36,48225.7856927592,On-Time
INV-000501,25,35053.1219683096,On-Time
INV-000502,21,6220.121635409896,On-Time
INV-000503,36,28848.09026884754,On-Time
INV-000504,10,12533.120980168354,On-Time
INV-000505,37,7264.374845230638,On-Time
INV-000506,9,16484.2409131785,On-Time
INV-000507,24,26455.929742837623,On-Time
INV-000508,35,28273.352379029293,On-Time
INV-000509,49,63324.3205435178,On-Time
INV-000510,35,81414.53665009323,On-Time
INV-000511,48,30831.150284971223,On-Time
INV-000512,36,36942.07325126146,On-Time
INV-000513,18,24229.08459250841,On-Time
INV-000514,49,47440.21015862074,On-Time
INV-000515,39,35846.031366895506,On-Time
INV-000516,32,20858.397546026816,On-Time
INV-000517,24,189469.35341159246,On-Time
INV-000518,23,12756.760387773083,On-Time
INV-000519,32,94320.79431894976,On-Time
INV-000520,37,5685.686036061992,On-Time
INV-000521,12,49692.859833972965,On-Time
INV-000522,49,92648.52873091705,On-Time
INV-000523,13,3270.7707156913852,On-Time
INV-000524,23,25309.891661179925,On-Time
INV-000525,25,45044.85460211444,On-Time
INV-000526,35,28338.132197188712,On-Time
INV-000527,41,32149.62082324555,On-Time
INV-000528,30,25240.95524408683,On-Time
INV-000529,17,7374.269855319631,On-Time
INV-000530,49,235165.68615271038,On-Time
INV-000531,20,13312.545452046685,On-Time
INV-000532,48,34001.54483123522,On-Time
INV-000533,25,11535.220923973591,On-Time
INV-000534,22,2262.298950525133,On-Time
INV-000535,13,8738.441426420684,On-Time
INV-000536,19,5179.134869653813,On-Time
INV-000537,49,65615.52045329555,On-Time
INV-000538,36,12005.641988143898,On-Time
INV-000539,12,13172.790571912628,On-Time
INV-000540,41,7598.219993007555,On-Time
INV-000541,19,24198.24523862449,On-Time
INV-000542,12,10759.46900627328,On-Time
INV-000543,9,59418.13318544359,On-Time
INV-000544,7,29793.315137651316,Delayed
INV-000545,28,12433.804532171349,On-Time
INV-000546,14,51546.16288411777,On-Time
INV-000547,31,22202.063700529987,On-Time
INV-000548,19,22505.092719956458,Delayed
INV-000549,47,5101.883663309734,On-Time
INV-000550,16,20515.046411924755,On-Time
INV-000551,5,30380.147743410227,On-Time
INV-000552,35,83580.608982517,On-Time
INV-000553,12,10384.88196254325,On-Time
INV-000554,25,214938.8017107698,On-Time
INV-000555,21,38440.555605963746,On-Time
INV-000556,36,4820.283987927621,On-Time
INV-000557,23,9459.756160938818,On-Time
INV-000558,16,91217.23734845704,On-Time
INV-000559,39,76361.13510920698,On-Time
INV-000560,45,22428.62853818744,On-Time
INV-000561,42,25588.996223891052,On-Time
INV-000562,39,6873.232003078234,On-Time
INV-000563,14,82573.38897551289,On-Time
INV-000564,31,8202.817019547354,On-Time
INV-000565,5,51263.85034498671,On-Time
INV-000566,35,85139.15961130182,On-Time
INV-000567,23,23113.116615614083,On-Time
INV-000568,29,57965.96843037059,On-Time
INV-000569,43,139754.09711197394,On-Time
INV-000570,11,28795.338610169558,On-Time
INV-000571,18,18484.691528541334,On-Time
INV-000572,47,20602.07633065121,On-Time
INV-000573,12,10477.779936646397,On-Time
INV-000574,9,10243.679981862097,On-Time
INV-000575,10,34283.06446435338,On-Time
INV-000576,44,18695.72520133183,Delayed
INV-000577,17,30563.726517113097,On-Time
INV-000578,38,4964.480060988521,On-Time
INV-000579,7,20078.024245432192,On-Time
INV-000580,46,61704.852290943934,On-Time
INV-000581,13,7194.525891760742,On-Time
INV-000582,40,22393.50888961209,On-Time
INV-000583,42,3447.452009183201,On-Time
INV-000584,9,5970.213558720483,On-Time
INV-000585,50,49397.78616400806,On-Time
INV-000586,27,16166.810848587915,On-Time
INV-000587,2,136226.31540683558,On-Time
INV-000588,5,33943.1759699171,On-Time
INV-000589,29,37443.77168207515,On-Time
INV-000590,37,7506.450151396218,On-Time
INV-000591,38,14986.343366631749,On-Time
INV-000592,19,10586.806319054214,On-Time
INV-000593,8,7589.782853659702,On-Time
INV-000594,48,42782.87249364115,On-Time
INV-000595,45,52287.669935604084,Delayed
INV-000596,1,32824.720824445714,On-Time
INV-000597,22,9623.206525437838,On-Time
INV-000598,17,30660.48696658015,On-Time
INV-000599,7,3252.9631504231215,On-Time
INV-000600,25,82702.84391137796,On-Time
INV-000601,45,6014.026827395766,On-Time
INV-000602,4,7183.492881950687,On-Time
INV-000603,36,24718.13020044311,On-Time
INV-000604,6,27015.324559183817,On-Time
INV-000605,31,20480.96918557682,On-Time
INV-000606,19,7258.0905168583695,On-Time
INV-000607,44,68415.04212924355,On-Time
INV-000608,39,4080.810089064221,On-Time
INV-000609,27,4997.68962462452,On-Time
INV-000610,10,19791.68597100633,Delayed
INV-000611,26,6221.4981580625235,On-Time
INV-000612,19,74803.89810260778,On-Time
INV-000613,39,6780.359238681736,On-Time
INV-000614,3,104508.86216629439,On-Time
INV-000615,45,62014.41678404817,On-Time
INV-000616,13,75739.548140431,On-Time
INV-000617,50,145379.95637359394,On-Time
INV-000618,28,23890.30301732819,On-Time
INV-000619,20,7998.628785672274,On-Time
INV-000620,28,19870.5124277882,On-Time
INV-000621,8,12498.131030993798,On-Time
INV-000622,41,10837.945499739075,On-Time
INV-000623,39,25612.95191758784,On-Time
INV-000624,1,16127.735743613366,On-Time
INV-000625,3,10381.60029338384,On-Time
INV-000626,13,17233.278799989574,On-Time
INV-000627,28,38138.45860492801,On-Time
INV-000628,49,57320.706453325125,On-Time
INV-000629,25,4434.082901644616,On-Time
INV-000630,33,16265.456642446592,On-Time
INV-000631,38,19123.185808811664,Delayed
INV-000632,6,6751.229920902747,On-Time
INV-000633,44,19541.47222568285,On-Time
INV-000634,45,25539.859018401425,On-Time
INV-000635,32,37005.9705668947,On-Time
INV-000636,45,23793.26950198787,On-Time
INV-000637,47,9127.531731559297,Delayed
INV-000638,21,164724.5604796654,On-Time
INV-000639,16,50469.61604020002,On-Time
INV-000640,21,38281.41252295657,On-Time
INV-000641,11,60164.10897129131,On-Time
INV-000642,37,28130.485818481662,On-Time
INV-000643,36,79722.00188961808,On-Time
INV-000644,35,23315.460266968596,On-Time
INV-000645,19,22064.989818561215,On-Time
INV-000646,20,41573.92632826687,On-Time
INV-000647,18,106548.71168660994,On-Time
INV-000648,47,99912.3534639422,On-Time
INV-000649,41,39848.80109259435,On-Time
INV-000650,49,36923.80923141938,On-Time
INV-000651,14,44180.65979445341,On-Time
INV-000652,15,59019.36641423792,On-Time
INV-000653,31,80719.21575942758,On-Time
INV-000654,1,17385.91919626902,On-Time
INV-000655,3,82294.6427054479,On-Time
INV-000656,16,31038.855879676026,On-Time
INV-000657,23,42231.920434839056,On-Time
INV-000658,11,87723.87020424451,On-Time
INV-000659,12,46493.24211207086,On-Time
INV-000660,10,55049.913076229524,On-Time
INV-000661,32,14921.844120918442,On-Time
INV-000662,16,98549.23438466067,On-Time
INV-000663,8,44164.9475274574,On-Time
